Series#;Series_description;TSC_serie;TSC_description_serie;Sub;Points of focus
CC5;Design and implementation of Controls;CC5.2;COSO Principle 11: The entity also selects and develops general control activities over technology to support the achievement of objectives.;CC5.2.2;Establishes Relevant Technology Infrastructure Control Activities—Management selects and develops control activities over the technology infrastructure, which are designed and implemented to help ensure the completeness, accuracy, and availability of technology processing.
CC5;Design and implementation of Controls;CC5.2;COSO Principle 11: The entity also selects and develops general control activities over technology to support the achievement of objectives.;CC5.2.3;Establishes Relevant Security Management Process Controls Activities—Management selects and develops control activities that are designed and implemented to restrict technology access rights to authorized users commensurate with their job responsibilities and to protect the entity’s assets from external threats.
CC5;Design and implementation of Controls;CC5.2;COSO Principle 11: The entity also selects and develops general control activities over technology to support the achievement of objectives.;CC5.2.4;Establishes Relevant Technology Acquisition, Development, and Maintenance Process Control Activities—Management selects and develops control activities over the acquisition, development, and maintenance of technology and its infrastructure to achieve management’s objectives.
CC5;Design and implementation of Controls;CC5.3;COSO Principle 12: The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. ;CC5.3.1;Establishes Policies and Procedures to Support Deployment of Management ‘s Directives—Management establishes control activities that are built into business processes and employees’ day-to-day activities through policies establishing what is expected and relevant procedures specifying actions.
CC5;Design and implementation of Controls;CC5.3;COSO Principle 12: The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. ;CC5.3.2;Establishes Responsibility and Accountability for Executing Policies and Procedures—Management establishes responsibility and accountability for control activities with management (or other designated personnel) of the business unit or function in which the relevant risks reside.
CC5;Design and implementation of Controls;CC5.3;COSO Principle 12: The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. ;CC5.3.3;Performs in a Timely Manner—Responsible personnel perform control activities in a timely manner as defined by the policies and procedures.
CC5;Design and implementation of Controls;CC5.3;COSO Principle 12: The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. ;CC5.3.4;Takes Corrective Action—Responsible personnel investigate and act on matters identified as a result of executing control activities.
CC5;Design and implementation of Controls;CC5.3;COSO Principle 12: The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. ;CC5.3.5;Performs Using Competent Personnel—Competent personnel with sufficient authority perform control activities with diligence and continuing focus.
CC5;Design and implementation of Controls;CC5.3;COSO Principle 12: The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. ;CC5.3.6;Reassesses Policies and Procedures—Management periodically reviews control activities to determine their continued relevance and refreshes them when necessary.
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.1;Identifies and Manages the Inventory of Information Assets—The entity identifies, inventories, classifies, and manages information assets.  
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.2;Restricts  Logical Access—Logical access to information assets, including hardware, data (at-rest, during processing, or in transmission), software, administrative authorities, mobile devices, output, and offline system components is restricted through the use of access control software and rule sets. 
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.3;Identifies and Authenticates Users—Persons, infrastructure and software are identified and authenticated prior to accessing information assets, whether locally or remotely. 
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.4;Considers Network Segmentation—Network segmentation permits unrelated portions of the entity's information system to be isolated from each other. 
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.5;Manages Points of Access—Points of access by outside entities and the types of data that flow through the points of access are identified, inventoried, and managed. The types of individuals and systems using each point of access are identified, documented, and managed. 
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.6;Restricts Access to Information Assets—Combinations of data classification, separate data structures, port restrictions, access protocol restrictions, user identification, and digital certificates are used to establish access control rules for information assets.  
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.7;Manages Identification and Authentication—Identification and authentication requirements are established, documented, and managed for individuals and systems accessing entity information, infrastructure and software.
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.8;Manages Credentials for Infrastructure and Software—New internal and external infrastructure and software  are registered, authorized, and documented prior to being granted access credentials and implemented on the network or access point. Credentials are removed and access is disabled when access is no longer required or the infrastructure and software are no longer in use. 
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.9;Uses Encryption to Protect Data—The entity uses encryption to supplement other measures used to protect data-at-rest, when such protections are deemed appropriate based on assessed risk.
CC6;Logical and Physical Access Controls;CC6.1;The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity's objectives. ;CC6.1.10;Protects Encryption Keys—Processes are in place to protect encryption keys during generation, storage, use, and destruction.
CC6;Logical and Physical Access Controls;CC6.2;Prior to issuing system credentials and granting system access, the entity registers and authorizes new internal and external users whose access is administered by the entity. For those users whose access is administered by the entity, user system credentials are removed when user access is no longer authorized. ;CC6.2.1;Controls Access Credentials to Protected Assets—Information asset access credentials are created based on an authorization from the system's asset owner or authorized custodian.
CC6;Logical and Physical Access Controls;CC6.2;Prior to issuing system credentials and granting system access, the entity registers and authorizes new internal and external users whose access is administered by the entity. For those users whose access is administered by the entity, user system credentials are removed when user access is no longer authorized. ;CC6.2.2;Removes Access to Protected Assets When Appropriate—Processes are in place to remove credential access when an individual no longer requires such access.
CC6;Logical and Physical Access Controls;CC6.2;Prior to issuing system credentials and granting system access, the entity registers and authorizes new internal and external users whose access is administered by the entity. For those users whose access is administered by the entity, user system credentials are removed when user access is no longer authorized. ;CC6.2.3;Reviews Appropriateness of Access Credentials—The appropriateness of access credentials is reviewed on a periodic basis for unnecessary and inappropriate individuals with credentials. 
CC6;Logical and Physical Access Controls;CC6.3;The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives. ;CC6.3.1;Creates or Modifies Access to Protected Information Assets—Processes are in place to create or modify access to protected information assets based on authorization  from the asset’s owner.
CC6;Logical and Physical Access Controls;CC6.3;The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives. ;CC6.3.2;Removes Access to Protected Information Assets—Processes are in place to remove access to protected information assets when an individual no longer requires access.
CC6;Logical and Physical Access Controls;CC6.3;The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives. ;CC6.3.3;Uses Role-Based Access Controls—Role-based access control is utilized to support segregation of incompatible functions.
CC6;Logical and Physical Access Controls;CC6.4;The entity restricts physical access to facilities and protected information assets (for example, data center facilities,  back-up media storage, and other sensitive locations) to authorized personnel to meet the entity’s objectives. ;CC6.4.1;Creates or Modifies Physical Access—Processes are in place to create or modify physical access to facilities such as data centers, office spaces, and work areas, based on authorization from the system's asset owner.
CC6;Logical and Physical Access Controls;CC6.4;The entity restricts physical access to facilities and protected information assets (for example, data center facilities,  back-up media storage, and other sensitive locations) to authorized personnel to meet the entity’s objectives. ;CC6.4.2;Removes Physical Access—Processes are in place to remove access to physical resources when an individual no longer requires access.
CC6;Logical and Physical Access Controls;CC6.4;The entity restricts physical access to facilities and protected information assets (for example, data center facilities,  back-up media storage, and other sensitive locations) to authorized personnel to meet the entity’s objectives. ;CC6.4.3;Reviews Physical Access—Processes are in place to periodically review physical access to ensure consistency with job responsibilities.
CC6;Logical and Physical Access Controls;CC6.5;The entity discontinues logical and physical protections over physical assets only after the ability to read or recover data and software from those assets has been diminished and is no longer required to meet the entity’s objectives.    ;CC6.5.1;Identifies Data and Software for Disposal—Procedures are in place to identify data and software stored on equipment to be disposed and to render such data and software unreadable.
CC6;Logical and Physical Access Controls;CC6.5;The entity discontinues logical and physical protections over physical assets only after the ability to read or recover data and software from those assets has been diminished and is no longer required to meet the entity’s objectives.    ;CC6.5.2;Removes Data and Software From Entity Control—Procedures are in place to remove data and software stored on equipment to be removed from the physical control of the entity and to render such data and software unreadable.
CC6;Logical and Physical Access Controls;CC6.6;The entity implements logical access security measures to protect against threats from sources outside its system boundaries.  ;CC6.6.1;Restricts Access—The types of activities that can occur through a communication channel (for example, FTP site, router port) are restricted. 
CC6;Logical and Physical Access Controls;CC6.6;The entity implements logical access security measures to protect against threats from sources outside its system boundaries.  ;CC6.6.2;Protects Identification and Authentication Credentials—Identification and authentication credentials are protected during transmission outside its system boundaries.
CC6;Logical and Physical Access Controls;CC6.6;The entity implements logical access security measures to protect against threats from sources outside its system boundaries.  ;CC6.6.3;Requires Additional Authentication or Credentials—Additional authentication information or credentials are required when accessing the system from outside its boundaries.
CC6;Logical and Physical Access Controls;CC6.6;The entity implements logical access security measures to protect against threats from sources outside its system boundaries.  ;CC6.6.4;Implements Boundary Protection Systems—Boundary protection systems (for example, firewalls, demilitarized zones, and intrusion detection systems) are implemented to protect external access points from attempts and unauthorized access and are monitored to detect such attempts.
CC6;Logical and Physical Access Controls;CC6.7;The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.   ;CC6.7.1;Restricts the Ability to Perform Transmission—Data loss prevention processes and technologies are used to restrict ability to authorize and execute transmission, movement and removal of information.
CC6;Logical and Physical Access Controls;CC6.7;The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.   ;CC6.7.2;Uses Encryption Technologies or Secure Communication Channels to Protect Data—Encryption technologies or secured communication channels are used to protect transmission of data and other communications beyond connectivity access points.
CC6;Logical and Physical Access Controls;CC6.7;The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.   ;CC6.7.3;Protects Removal Media—Encryption technologies and physical asset protections are used for removable media (such as USB drives and back-up tapes), as appropriate.
CC6;Logical and Physical Access Controls;CC6.7;The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.   ;CC6.7.4;Protects Mobile Devices—Processes are in place to protect mobile devices (such as laptops, smart phones and tablets) that serve as information assets.
CC6;Logical and Physical Access Controls;CC6.8;The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives. ;CC6.8.1;Restricts Application and Software Installation—The ability to install applications and software is restricted to authorized individuals.
CC6;Logical and Physical Access Controls;CC6.8;The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives. ;CC6.8.2;Detects Unauthorized Changes to Software and Configuration Parameters—Processes are in place to detect changes to software and configuration parameters that may be indicative of unauthorized or malicious software.
CC6;Logical and Physical Access Controls;CC6.8;The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives. ;CC6.8.3;Uses a Defined Change Control Process—A management-defined change control process is used for the implementation of software. 
CC6;Logical and Physical Access Controls;CC6.8;The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives. ;CC6.8.4;Uses Antivirus and Anti-Malware Software—Antivirus and anti-malware software is implemented and maintained to provide for the interception or detection and remediation of malware.
CC6;Logical and Physical Access Controls;CC6.8;The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives. ;CC6.8.5;Scans Information Assets from Outside the Entity for Malware and Other Unauthorized Software—Procedures are in place to scan information assets that have been transferred or returned to the entity’s custody for malware and other unauthorized software and to remove any items detected prior to its implementation on the network. 
CC7;System Operations Management;CC7.1;To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities. ;CC7.1.1;Uses Defined Configuration Standards—Management has defined configuration standards. 
CC7;System Operations Management;CC7.1;To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities. ;CC7.1.2;Monitors Infrastructure and Software—The entity monitors infrastructure and software for noncompliance with the standards, which could threaten the achievement of the entity's objectives.  
CC7;System Operations Management;CC7.1;To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities. ;CC7.1.3;Implements Change-Detection Mechanisms—The IT system includes a change-detection mechanism (for example, file integrity monitoring tools) to alert personnel to unauthorized modifications of critical system files, configuration files, or content files. 
CC7;System Operations Management;CC7.1;To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities. ;CC7.1.4;Detects Unknown or Unauthorized Components—Procedures are in place to detect the introduction of unknown or unauthorized components.  
CC7;System Operations Management;CC7.1;To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities. ;CC7.1.5;Conducts Vulnerability Scans—The entity conducts vulnerability scans designed to identify potential vulnerabilities or misconfigurations on a periodic basis and after any significant change in the environment and takes action to remediate identified deficiencies on a timely basis.
CC7;System Operations Management;CC7.2;"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events. ";CC7.2.1;"Implements Detection Policies, Procedures, and Tools—Detection policies and procedures are defined and implemented, and detection tools are implemented on Infrastructure and software to identify anomalies in the operation or unusual activity on systems. Procedures may include (1) a defined governance process for security event detection and management that includes provision of resources; (2) use of intelligence sources to identify newly discovered threats and vulnerabilities; and (3) logging of unusual system activities. "
CC7;System Operations Management;CC7.2;"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events. ";CC7.2.2;"Designs Detection Measures—Detection measures are designed to identify anomalies that could result from actual or attempted (1) compromise of physical barriers; (2) unauthorized actions of authorized personnel; (3) use of compromised identification and authentication credentials; (4) unauthorized access from outside the system boundaries; (5) compromise of authorized external parties; and (6) implementation or connection of unauthorized hardware and software. "
CC7;System Operations Management;CC7.2;"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events. ";CC7.2.3;Implements Filters to Analyze Anomalies—Management has implemented procedures to filter, summarize, and analyze anomalies to identify security events.
CC7;System Operations Management;CC7.2;"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events. ";CC7.2.4;Monitors Detection Tools for Effective Operation—Management has implemented processes to monitor the effectiveness of detection tools.
CC7;System Operations Management;CC7.3;The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures. ;CC7.3.1;Responds to Security Incidents—Procedures are in place for responding to security incidents and evaluating the effectiveness of those policies and procedures on a periodic basis. 
CC7;System Operations Management;CC7.3;The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures. ;CC7.3.2;Communicates and Reviews Detected Security Events—Detected security events are communicated to and reviewed by the individuals responsible for the management of the security program and actions are taken, if necessary.
CC7;System Operations Management;CC7.3;The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures. ;CC7.3.3;Develops and Implements Procedures to Analyze Security Incidents—Procedures are in place to analyze security incidents and determine system impact.
CC7;System Operations Management;CC7.3;The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures. ;CC7.3.4;Assesses the Impact on Personal Information—Detected security events are evaluated to determine whether they could or did result in the unauthorized disclosure or use of personal information and whether there has been a failure to comply with applicable laws or regulations. 
CC7;System Operations Management;CC7.3;The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures. ;CC7.3.5;Determines Personal Information Used or Disclosed—When an unauthorized use or disclosure of personal information has occurred, the affected information is identified.  
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.1;Assigns Roles and Responsibilities—Roles and responsibilities for the design, implementation, maintenance, and execution of the incident response program are assigned, including the use of external resources when necessary.
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.2;Contains Security Incidents—Procedures are in place to contain security incidents that actively threaten entity objectives. 
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.3;Mitigates Ongoing Security Incidents—Procedures are in place to mitigate the effects of ongoing security incidents.
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.4;Ends Threats Posed by Security Incidents—Procedures are in place to end the threats posed by security incidents through closure of the vulnerability, removal of unauthorized access, and other remediation actions. 
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.5;Restores Operations—Procedures are in place to restore data and business operations to an interim state that permits the achievement of entity objectives.
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.6;Develops and Implements Communication Protocols for Security Incidents—Protocols for communicating security incidents and actions taken to affected parties are developed and implemented to meet the entity's objectives. 
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.7;Obtains Understanding of Nature of Incident and Determines Containment Strategy—An understanding of the nature (for example, the method by which the incident occurred and the affected system resources) and severity of the security incident is obtained to determine the appropriate containment strategy, including (1) a determination of the appropriate response time frame, and (2) the determination and execution of the containment approach. 
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.8;Remediates Identified Vulnerabilities—Identified vulnerabilities are remediated through the development and execution of remediation activities.  
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.9;Communicates Remediation Activities—Remediation activities are documented and communicated in accordance with the incident response program. 
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.10;Evaluates the Effectiveness of Incident Response—The design of incident response activities is evaluated for effectiveness on a periodic basis.  
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.11;Periodically Evaluates Incidents—Periodically, management reviews incidents related to security, availability, processing integrity, confidentiality, and privacy and identifies the need for system changes based on incident patterns and root causes.
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.12;Communicates Unauthorized Use and Disclosure—Events that resulted in unauthorized use or disclosure of personal information are communicated to the data subjects, legal and regulatory authorities, and others as required.  
CC7;System Operations Management;CC7.4;The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.  ;CC7.4.13;Application of Sanctions—The conduct of individuals and organizations operating under the authority of the entity and involved in the unauthorized use or disclosure of personal information is evaluated and, if appropriate, sanctioned in accordance with entity policies and legal and regulatory requirements.  
CC7;System Operations Management;CC7.5;The entity identifies, develops, and implements activities to recover from identified security incidents. ;CC7.5.1;Restores the Affected Environment—The activities restore the affected environment to functional operation by rebuilding systems, updating software, installing patches, and changing configurations, as needed. 
CC7;System Operations Management;CC7.5;The entity identifies, develops, and implements activities to recover from identified security incidents. ;CC7.5.2;Communicates Information About the Event—Communications about the nature of the incident, recovery actions taken, and activities required for the prevention of future security events are made to management and others as appropriate (internal and external).   
CC7;System Operations Management;CC7.5;The entity identifies, develops, and implements activities to recover from identified security incidents. ;CC7.5.3;Determines Root Cause of the Event—The root cause of the event is determined. 
CC7;System Operations Management;CC7.5;The entity identifies, develops, and implements activities to recover from identified security incidents. ;CC7.5.4;Implements Changes to Prevent and Detect Recurrences—Additional architecture or changes to preventive and detective controls, or both, are implemented to prevent and detect recurrences on a timely basis.  
CC7;System Operations Management;CC7.5;The entity identifies, develops, and implements activities to recover from identified security incidents. ;CC7.5.5;Improves Response and Recovery Procedures—Lessons learned are analyzed, and the incident response plan and recovery procedures are improved. 
CC7;System Operations Management;CC7.5;The entity identifies, develops, and implements activities to recover from identified security incidents. ;CC7.5.6;"Implements Incident Recovery Plan Testing—Incident recovery plan testing is performed on a periodic basis. The testing includes (1) development of testing scenarios based on threat likelihood and magnitude; (2) consideration of relevant system components from across the entity that can impair availability; (3) scenarios that consider the potential for the lack of availability of key personnel; and (4) revision of continuity plans and systems based on test results."
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.1;Manages Changes Throughout the System Lifecycle—A process for managing system changes throughout the lifecycle of the system and its components (infrastructure, data, software and procedures) is used to support system availability and processing integrity. 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.2;Authorizes Changes—A process is in place to authorize system changes prior to development.
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.3;Designs and Develops Changes—A process is in place to design and develop system changes.
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.4;Documents Changes—A process is in place to document system changes to support ongoing maintenance of the system and to support system users in performing their responsibilities. 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.5;Tracks System Changes—A process is in place to track system changes prior to implementation. 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.6;Configures Software—A process is in place to select and implement the configuration parameters used to control the functionality of software. 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.7;Tests System Changes—A process is in place to test system changes prior to implementation. 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.8;Approves System Changes—A process is in place to approve system changes prior to implementation.  
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.9;Deploys System Changes—A process is in place to implement system changes.
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.10;Identifies and Evaluates System Changes—Objectives affected by system changes are identified, and the ability of the modified system to meet the objectives is evaluated throughout the system development life cycle.
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.11;Identifies Changes in Infrastructure, Data, Software, and Procedures Required to Remediate Incidents—Changes in infrastructure, data, software, and procedures required to remediate incidents to continue to meet objectives are identified, and the change process is initiated upon identification. 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.12;Creates Baseline Configuration of IT Technology—A baseline configuration of IT and control systems is created and maintained.
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.13;Provides for Changes Necessary in Emergency Situations —A process is in place for authorizing, designing, testing, approving and implementing changes necessary in emergency situations (that is, changes that need to be implemented in an urgent timeframe). 
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.14;Protects Confidential Information—The entity protects confidential information during system design, development, testing, implementation, and change processes to meet the entity’s objectives related to confidentiality.  
CC8;Change Management ;CC8.1;The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.  ;CC8.1.15;Protects Personal Information—The entity protects personal information during system design, development, testing, implementation, and change processes to meet the entity’s objectives related to privacy.  
CC9;Risk Mitigation;CC9.1;The entity identifies, selects, and develops risk mitigation activities for risks arising from potential business disruptions. ;CC9.1.1;Considers Mitigation of Risks of Business Disruption—Risk mitigation activities include the development of planned policies, procedures, communications, and alternative processing solutions to respond to, mitigate, and recover from security events that disrupt business operations. Those policies and procedures include monitoring processes and information and communications to meet the entity's objectives during response, mitigation, and recovery efforts.  
CC9;Risk Mitigation;CC9.1;The entity identifies, selects, and develops risk mitigation activities for risks arising from potential business disruptions. ;CC9.1.2;Considers the Use of Insurance to Mitigate Financial Impact Risks—The risk management activities consider the use of insurance to offset the financial impact of loss events that would otherwise impair the ability of the entity to meet its objectives.
CC9;Risk Mitigation;CC9.2;The entity assesses and manages risks associated with vendors and business partners. ;CC9.2.1;Establishes Requirements for Vendor and Business Partner Engagements—The entity establishes specific requirements for a vendor and business partner engagement that includes (1) scope of services and product specifications, (2) roles and responsibilities, (3) compliance requirements, and (4) service levels. 
CC9;Risk Mitigation;CC9.2;The entity assesses and manages risks associated with vendors and business partners. ;CC9.2.2;Assesses Vendor and Business Partner Risks—The entity assesses, on a periodic basis, the risks that vendors and business partners (and those entities’ vendors and business partners) represent to the achievement of the entity's objectives.  
CC9;Risk Mitigation;CC9.2;The entity assesses and manages risks associated with vendors and business partners. ;CC9.2.3;Assigns Responsibility and Accountability for Managing Vendors and Business Partners—The entity assigns responsibility and accountability for the management of risks associated with vendors and business partners. 
CC9;Risk Mitigation;CC9.2;The entity assesses and manages risks associated with vendors and business partners. ;CC9.2.4;Establishes Communication Protocols for Vendors and Business Partners—The entity establishes communication and resolution protocols for service or product issues related to vendors and business partners.  
CC9;Risk Mitigation;CC9.2;The entity assesses and manages risks associated with vendors and business partners. ;CC9.2.5;Establishes Exception Handling Procedures From Vendors and Business Partners —The entity establishes exception handling procedures for service or product issues related to vendors and business partners. 
CC9;Risk Mitigation;CC9.2;The entity assesses and manages risks associated with vendors and business partners. ;CC9.2.6;Assesses Vendor and Business Partner Performance—The entity periodically assesses the performance of vendors and business partners. 
